dataSet,var,Species,Method,Estimate,Std.Error,t.value,p.value,Zscore,direction,PlotValue,Text
EMBARC,FEV1pred_perc,Streptococcus_sp._oral_taxon_431,MASS::rlm,115.14225723814,21.0272934238319,5.47584774308801,8.4006898686626e-08,5.35830379626923,1,5.35830379626923,+
EMBARC,FEV1pred_perc,Veillonella_atypica,MASS::rlm,93.6562772016155,17.256456399204,5.42731804462099,1.08003093170886e-07,5.31271633238698,1,5.31271633238698,+
EMBARC,FEV1pred_perc,Veillonella_dispar,MASS::rlm,113.97434945438,20.1498114790162,5.65634817839721,3.2494558180155e-08,5.52743552728575,1,5.52743552728575,+
EMBARC,FEV1pred_perc,Veillonella_parvula,MASS::rlm,82.3483594528185,24.3020283585237,3.38853853011555,0.000783911844201075,3.35841373651174,1,3.35841373651174,+
EMBARC,FEV1pred_perc,Neisseria_subflava,MASS::rlm,37.0969197421216,12.0043947363302,3.09027823200875,0.00216226369877156,3.0669896141625,1,3.0669896141625,+
EMBARC,FEV1pred_perc,Haemophilus_influenzae,MASS::rlm,1.93948016819914,5.34379793714892,0.362940401379383,0.716871664011928,0.362642893441629,1,NA,NA
EMBARC,FEV1pred_perc,Haemophilus_parainfluenzae,MASS::rlm,99.4308135362061,18.6971351848502,5.31797051009034,1.89020657936733e-07,5.20982320794416,1,5.20982320794416,+
EMBARC,FEV1pred_perc,Moraxella_catarrhalis,MASS::rlm,-18.7669428135517,10.7278536995635,-1.74936602783046,0.0811169521532495,-1.74424170369623,-1,-1.74424170369623,NA
EMBARC,FEV1pred_perc,Pseudomonas_aeruginosa,MASS::rlm,-24.0003294798629,4.52974377243806,-5.29838566717541,2.0875345267668e-07,-5.19136898776167,-1,-5.19136898776167,-
EMBARC,FEV1pred_perc,Pseudomonas_tolaasii,MASS::rlm,-44.8203228176069,93.3458147591195,-0.4801535337526,0.631422512628658,-0.479725613362872,-1,NA,NA
