Metabolites	Module	Class
C11721	coral1	Unclassified
C11726	whitesmoke	Unclassified
C11734	darkgreen	Unclassified
C11737	mistyrose2	Unclassified
C11742	sienna4	Unclassified
C11745	whitesmoke	Unclassified
C11752	rosybrown2	Unclassified
C11760	dodgerblue1	Unclassified
C11761	darkseagreen4	Unclassified
C11762	orange3	Unclassified
C11767	whitesmoke	Unclassified
C11769	royalblue	Unclassified
C11771	peachpuff4	Unclassified
C11773	indianred3	Unclassified
C11774	violetred4	Unclassified
C11775	lightyellow2	Unclassified
C11790	firebrick4	Unclassified
C11795	rosybrown2	Unclassified
C11801	hotpink3	Unclassified
C11815	mistyrose2	Unclassified
C11829	skyblue	Unclassified
C11831	lightsteelblue1	Unclassified
C11953	firebrick3	Unclassified
C11954	darkorange2	Unclassified
C11955	skyblue	Unclassified
C11956	honeydew1	Unclassified
C11964	dodgerblue1	Unclassified
C11965	dodgerblue1	Unclassified
C11966	lightcoral	Unclassified
C11969	green4	Unclassified
C11970	rosybrown2	Unclassified
C11972	rosybrown2	Unclassified
C11974	aquamarine1	Unclassified
C11978	dodgerblue1	Unclassified
C11980	brown4	Unclassified
C11981	lightcoral	Unclassified
C11982	green	Unclassified
C11998	lightblue3	Unclassified
C12009	dodgerblue1	Unclassified
C12018	firebrick1	Unclassified
C12019	lightgreen	Unclassified
C12037	orangered4	Unclassified
C12038	mistyrose2	Unclassified
C12047	whitesmoke	Unclassified
C12051	whitesmoke	Unclassified
C12052	salmon	Unclassified
C12056	indianred	Unclassified
C12065	dodgerblue1	Unclassified
C12066	magenta2	Unclassified
C12070	dodgerblue1	Unclassified
C12073	lightsteelblue1	Unclassified
C12091	antiquewhite3	Unclassified
C12102	lightcoral	Unclassified
C12109	blanchedalmond	Unclassified
C12119	whitesmoke	Unclassified
C12150	dodgerblue1	Unclassified
C12169	peachpuff3	Unclassified
C12171	mistyrose	Unclassified
C12183	dodgerblue1	Unclassified
C12184	thistle3	Unclassified
C12189	darkmagenta	Unclassified
C12197	lightcoral	Unclassified
C12198	lavenderblush2	Unclassified
C12200	mistyrose	Unclassified
C12202	steelblue	Unclassified
C12220	paleturquoise	Unclassified
C12221	dodgerblue1	Unclassified
C12223	tan3	Unclassified
C12224	darkseagreen2	Unclassified
C12225	lightsteelblue1	Unclassified
C12230	dodgerblue1	Unclassified
C12237	rosybrown2	Unclassified
C12254	mistyrose	Unclassified
C12255	brown4	Unclassified
C12256	red1	Unclassified
C12262	lightsteelblue1	Unclassified
C12283	mediumpurple4	Unclassified
C12310	cyan1	Unclassified
C12311	darksalmon	Unclassified
C12322	whitesmoke	Unclassified
C12330	whitesmoke	Unclassified
C12368	whitesmoke	Unclassified
C12377	whitesmoke	Unclassified
C12382	whitesmoke	Unclassified
C12385	lightblue2	Unclassified
C12387	darkseagreen3	Unclassified
C12394	darkorange	Unclassified
C12395	skyblue3	Unclassified
C12399	whitesmoke	Unclassified
C12404	dodgerblue1	Unclassified
C12405	darksalmon	Unclassified
C12406	chocolate	Unclassified
C12407	whitesmoke	Unclassified
C12411	whitesmoke	Unclassified
C12413	dodgerblue1	Unclassified
C12414	peachpuff2	Unclassified
C12427	darkseagreen2	Unclassified
C12428	cornsilk2	Unclassified
C12432	royalblue4	Unclassified
C12437	mistyrose	Unclassified
C12471	white	Unclassified
C12472	skyblue3	Unclassified
C12474	lightpink4	Unclassified
C12479	dodgerblue1	Unclassified
C12480	plum3	Unclassified
C12539	dodgerblue1	Unclassified
C12540	darkviolet	Unclassified
C12590	thistle4	Unclassified
C12675	mediumpurple1	Unclassified
C12729	lightgreen	Unclassified
C12786	dodgerblue1	Unclassified
C12849	darkturquoise	Unclassified
C12896	red4	Unclassified
C12915	dodgerblue1	Unclassified
C12935	whitesmoke	Unclassified
C12946	dodgerblue1	Unclassified
C12959	dodgerblue1	Unclassified
C12961	dodgerblue1	Unclassified
C12979	khaki	Unclassified
C12986	olivedrab3	Unclassified
C13016	firebrick3	Unclassified
C13024	mistyrose4	Unclassified
C13038	blue4	Unclassified
C13048	whitesmoke	Unclassified
C13050	dodgerblue1	Unclassified
C13086	green4	Unclassified
C13103	purple	Unclassified
C13104	blue4	Unclassified
C13106	darkseagreen4	Unclassified
C13168	honeydew	Unclassified
C13173	deeppink2	Unclassified
C13179	darkmagenta	Unclassified
C13229	whitesmoke	Unclassified
C13299	darkgreen	Unclassified
C13311	mistyrose	Unclassified
C13326	burlywood4	Unclassified
C13376	mistyrose2	Unclassified
C13377	coral2	Unclassified
C13383	deeppink1	Unclassified
C13441	whitesmoke	Unclassified
C13451	darkgreen	Unclassified
C13494	darkorchid3	Unclassified
C13556	whitesmoke	Unclassified
C13558	whitesmoke	Unclassified
C13563	whitesmoke	Unclassified
C13622	salmon4	Unclassified
C13667	black	Unclassified
C13672	mistyrose	Unclassified
C13673	darkred	Unclassified
C13688	whitesmoke	Unclassified
C13693	coral	Unclassified
C13695	royalblue2	Unclassified
C13700	lightsteelblue1	Unclassified
C13707	darkseagreen3	Unclassified
C13725	firebrick1	Unclassified
C13727	mediumpurple1	Unclassified
C13729	honeydew1	Unclassified
C13733	mistyrose	Unclassified
C13737	darkgoldenrod1	Unclassified
C13752	mediumpurple2	Unclassified
C13756	firebrick3	Unclassified
C13759	dodgerblue1	Unclassified
C13762	mediumorchid	Unclassified
C13764	lavenderblush3	Unclassified
C13771	brown2	Unclassified
C13779	dodgerblue1	Unclassified
C13780	rosybrown2	Unclassified
C13786	maroon	Unclassified
C13817	plum2	Unclassified
C13824	lightpink4	Unclassified
C13826	dodgerblue1	Unclassified
C13849	palevioletred1	Unclassified
C13851	lightsteelblue1	Unclassified
C13931	cornflowerblue	Unclassified
C13964	turquoise4	Unclassified
C13974	deeppink1	Unclassified
C14010	mediumpurple4	Unclassified
C14015	dodgerblue1	Unclassified
C14029	lightcyan1	Unclassified
C14049	antiquewhite4	Unclassified
C14056	darkred	Unclassified
C14058	dodgerblue1	Unclassified
C14059	whitesmoke	Unclassified
C14060	dodgerblue1	Unclassified
C14062	mediumpurple1	Unclassified
C14086	deeppink2	Unclassified
C14107	orangered	Unclassified
C14112	whitesmoke	Unclassified
C14123	darkorange	Unclassified
C14125	mistyrose2	Unclassified
C14127	dodgerblue1	Unclassified
C14182	honeydew	Unclassified
C14212	orangered2	Unclassified
C14213	indianred4	Unclassified
C14236	lightyellow	Unclassified
C14278	whitesmoke	Unclassified
C14304	mediumpurple2	Unclassified
C14315	honeydew1	Unclassified
C14333	navajowhite4	Unclassified
C14338	lavenderblush1	Unclassified
C14345	dodgerblue1	Unclassified
C14350	salmon4	Unclassified
C14359	darkred	Unclassified
C14387	slateblue3	Unclassified
C14397	burlywood1	Unclassified
C14404	antiquewhite3	Unclassified
C14432	navajowhite4	Unclassified
C14438	green4	Unclassified
C14439	mediumorchid	Unclassified
C14443	maroon	Unclassified
C14477	darkgoldenrod1	Unclassified
C14499	greenyellow	Unclassified
C14517	tomato4	Unclassified
C14524	dodgerblue1	Unclassified
C14525	dodgerblue1	Unclassified
C14526	mistyrose	Unclassified
C14611	navajowhite4	Unclassified
C14619	skyblue3	Unclassified
C14644	blue4	Unclassified
C14645	antiquewhite4	Unclassified
C14648	coral	Unclassified
C14651	darkgreen	Unclassified
C14660	dodgerblue1	Unclassified
C14673	dodgerblue1	Unclassified
C14674	tomato	Unclassified
C14724	magenta2	Unclassified
C14727	dodgerblue1	Unclassified
C14756	darkorange2	Unclassified
C14790	mistyrose2	Unclassified
C14876	skyblue3	Unclassified
C14922	darkseagreen2	Unclassified
C14924	lightblue2	Unclassified
C14926	aquamarine	Unclassified
C14935	orange4	Unclassified
C14959	dodgerblue1	Unclassified
C14960	dodgerblue1	Unclassified
C14967	whitesmoke	Unclassified
C14968	magenta2	Unclassified
C14979	dodgerblue1	Unclassified
C14981	dodgerblue1	Unclassified
C15006	moccasin	Unclassified
C15010	lavenderblush2	Unclassified
C15025	burlywood1	Unclassified
C15028	mistyrose2	Unclassified
C15037	whitesmoke	Unclassified
C15038	whitesmoke	Unclassified
C15050	brown2	Unclassified
C15055	yellow3	Unclassified
C15062	whitesmoke	Unclassified
C15065	tomato	Unclassified
C15067	rosybrown2	Unclassified
C15073	aliceblue	Unclassified
C15083	darkgoldenrod3	Unclassified
C15084	navajowhite4	Unclassified
C15089	tomato	Unclassified
C15091	dodgerblue1	Unclassified
C15098	mistyrose1	Unclassified
C15134	dodgerblue1	Unclassified
C15136	thistle	Unclassified
C15143	lightcyan1	Unclassified
C15152	olivedrab3	Unclassified
C15163	cyan	Unclassified
C15164	red1	Unclassified
C15232	whitesmoke	Unclassified
C15248	bisque	Unclassified
C15267	royalblue	Unclassified
C15270	whitesmoke	Unclassified
C15271	dodgerblue1	Unclassified
C15276	lightpink1	Unclassified
C15299	cornflowerblue	Unclassified
C15302	black	Unclassified
C15305	lavenderblush2	Unclassified
C15320	greenyellow	Unclassified
C15323	lavenderblush	Unclassified
C15327	lightyellow	Unclassified
C15340	steelblue	Unclassified
C15343	mistyrose2	Unclassified
C15366	white	Unclassified
C15369	lightsteelblue1	Unclassified
C15371	honeydew1	Unclassified
C15383	paleturquoise4	Unclassified
C15387	indianred3	Unclassified
C15393	whitesmoke	Unclassified
C15396	dodgerblue1	Unclassified
C15400	peachpuff4	Unclassified
C15411	orangered1	Unclassified
C15414	lightpink1	Unclassified
C15424	lightyellow	Unclassified
C15427	whitesmoke	Unclassified
C15429	navajowhite2	Unclassified
C15430	darkorchid2	Unclassified
C15439	lavenderblush	Unclassified
C15447	dodgerblue1	Unclassified
C15458	lightpink3	Unclassified
C15474	antiquewhite3	Unclassified
C15485	plum4	Unclassified
C15545	plum3	Unclassified
C15549	mistyrose2	Unclassified
C15620	magenta1	Unclassified
C15626	lightcyan1	Unclassified
C15649	green	Unclassified
C15652	indianred	Unclassified
C15657	dodgerblue1	Unclassified
C15662	rosybrown4	Unclassified
C15663	lightsteelblue	Unclassified
C15665	mistyrose2	Unclassified
C15668	burlywood1	Unclassified
C15674	dodgerblue1	Unclassified
C15675	tan3	Unclassified
C15676	honeydew1	Unclassified
C15677	mediumpurple2	Unclassified
C15678	dodgerblue1	Unclassified
C15680	mediumpurple1	Unclassified
C15681	orange3	Unclassified
C15682	magenta2	Unclassified
C15685	dodgerblue1	Unclassified
C15687	dodgerblue1	Unclassified
C15698	darkgreen	Unclassified
C15700	lightblue4	Unclassified
C15701	orange1	Unclassified
C15702	green	Unclassified
C15703	mediumpurple2	Unclassified
C15705	purple	Unclassified
C15708	mistyrose2	Unclassified
C15710	purple2	Unclassified
C15712	red1	Unclassified
C15714	honeydew1	Unclassified
C15716	lightskyblue3	Unclassified
C15719	skyblue	Unclassified
C15722	seashell4	Unclassified
C15723	bisque1	Unclassified
C15724	dodgerblue1	Unclassified
C15726	lightsteelblue1	Unclassified
C15728	firebrick4	Unclassified
C15729	green	Unclassified
C15732	magenta2	Unclassified
C15733	dodgerblue1	Unclassified
C15735	antiquewhite4	Unclassified
C15736	paleturquoise	Unclassified
C15737	plum2	Unclassified
C15738	dodgerblue1	Unclassified
C15739	dodgerblue1	Unclassified
C15743	lightyellow2	Unclassified
C15744	firebrick4	Unclassified
C15745	dodgerblue1	Unclassified
C15746	dodgerblue1	Unclassified
C15747	darkgreen	Unclassified
C15748	purple	Unclassified
C15749	coral	Unclassified
C15750	dodgerblue1	Unclassified
C15754	lightyellow4	Unclassified
C15758	seashell1	Unclassified
C15759	whitesmoke	Unclassified
C15760	paleturquoise	Unclassified
C15761	dodgerblue1	Unclassified
C15844	lightblue3	Unclassified
C15851	hotpink2	Unclassified
C15930	darkolivegreen	Unclassified
C15940	greenyellow	Unclassified
C15986	mistyrose2	Unclassified
C15997	whitesmoke	Unclassified
C16070	ivory	Unclassified
C16194	yellow3	Unclassified
C16212	darkred	Unclassified
C16235	brown4	Unclassified
C16264	mistyrose	Unclassified
C16285	lightcyan1	Unclassified
C16391	thistle3	Unclassified
C16403	salmon	Unclassified
C16427	royalblue	Unclassified
C16432	darkred	Unclassified
C16447	aquamarine	Unclassified
C16454	whitesmoke	Unclassified
C16457	brown3	Unclassified
C16475	darkgoldenrod3	Unclassified
C16505	whitesmoke	Unclassified
C16508	brown4	Unclassified
C16518	whitesmoke	Unclassified
C16562	dodgerblue1	Unclassified
C16563	peachpuff4	Unclassified
C16564	darkolivegreen	Unclassified
C16566	black	Unclassified
C16594	skyblue	Unclassified
C16647	lightsteelblue1	Unclassified
C16723	brown2	Unclassified
C16725	antiquewhite4	Unclassified
C16747	lightsalmon4	Unclassified
C16749	mistyrose1	Unclassified
C16771	cyan	Unclassified
C16786	honeydew1	Unclassified
C16791	mediumpurple1	Unclassified
C16807	pink3	Unclassified
C16808	lightsteelblue	Unclassified
C16831	antiquewhite4	Unclassified
C16842	whitesmoke	Unclassified
C16847	lightblue3	Unclassified
C16860	tomato2	Unclassified
C16874	whitesmoke	Unclassified
C16877	lightcoral	Unclassified
C16881	magenta2	Unclassified
C16893	greenyellow	Unclassified
C16901	lightpink1	Unclassified
C16902	purple	Unclassified
C16903	dodgerblue1	Unclassified
C16905	coral	Unclassified
C16954	honeydew1	Unclassified
C16956	lightpink1	Unclassified
C16963	tan3	Unclassified
C16965	mediumorchid	Unclassified
C16985	dodgerblue1	Unclassified
C17004	lightsteelblue1	Unclassified
C17009	whitesmoke	Unclassified
C17011	blanchedalmond	Unclassified
C17017	whitesmoke	Unclassified
C17038	slateblue4	Unclassified
C17063	magenta2	Unclassified
C17064	indianred3	Unclassified
C17083	lightsteelblue1	Unclassified
C17097	khaki3	Unclassified
C17099	bisque	Unclassified
C17100	dodgerblue1	Unclassified
C17103	whitesmoke	Unclassified
C17104	steelblue	Unclassified
C17107	whitesmoke	Unclassified
C17114	mediumorchid4	Unclassified
C17159	lightsteelblue1	Unclassified
C17162	dodgerblue1	Unclassified
C17181	rosybrown4	Unclassified
C17203	royalblue	Unclassified
C17204	black	Unclassified
C17212	olivedrab4	Unclassified
C17215	hotpink4	Unclassified
C17251	honeydew1	Unclassified
C17267	lightsteelblue1	Unclassified
C17309	honeydew1	Unclassified
C17326	lightskyblue1	Unclassified
C17350	lightblue2	Unclassified
C17354	whitesmoke	Unclassified
C17355	lavenderblush2	Unclassified
C17356	green	Unclassified
C17359	cornsilk2	Unclassified
C17360	mistyrose	Unclassified
C17364	dodgerblue1	Unclassified
C17370	lightsteelblue1	Unclassified
C17374	dodgerblue1	Unclassified
C17376	dodgerblue1	Unclassified
C17380	bisque4	Unclassified
C17389	mediumpurple2	Unclassified
C17395	mistyrose	Unclassified
C17405	honeydew	Unclassified
C17424	honeydew1	Unclassified
C17428	purple	Unclassified
C17430	lightpink4	Unclassified
C17431	lightyellow4	Unclassified
C17439	mistyrose2	Unclassified
C17456	mistyrose	Unclassified
C17476	slateblue4	Unclassified
C17478	whitesmoke	Unclassified
C17485	thistle	Unclassified
C17519	plum2	Unclassified
C17523	green	Unclassified
C17528	darkseagreen4	Unclassified
C17533	khaki3	Unclassified
C17548	firebrick3	Unclassified
C17553	darkblue	Unclassified
C17565	darkseagreen2	Unclassified
C17571	chocolate2	Unclassified
C17573	brown3	Unclassified
C17575	greenyellow	Unclassified
C17582	brown2	Unclassified
C17583	tan3	Unclassified
C17589	dodgerblue1	Unclassified
C17619	orange3	Unclassified
C17680	magenta2	Unclassified
C17683	lightpink4	Unclassified
C17685	palevioletred1	Unclassified
C17686	dodgerblue1	Unclassified
C17700	bisque4	Unclassified
C17702	tan1	Unclassified
C17703	mediumpurple1	Unclassified
C17708	darkorange	Unclassified
C17712	deepskyblue	Unclassified
C17722	orangered4	Unclassified
C17729	honeydew1	Unclassified
C17768	dodgerblue1	Unclassified
C17769	darkgreen	Unclassified
C17790	dodgerblue1	Unclassified
C17804	darkseagreen3	Unclassified
C17812	burlywood	Unclassified
C17816	coral2	Unclassified
C17832	darksalmon	Unclassified
C17858	maroon	Unclassified
C17860	hotpink2	Unclassified
C17864	coral2	Unclassified
C17866	dodgerblue1	Unclassified
C17870	steelblue	Unclassified
C17877	thistle	Unclassified
C17882	dodgerblue1	Unclassified
C17889	dodgerblue1	Unclassified
C17902	yellow3	Unclassified
C17908	dodgerblue1	Unclassified
C17909	tomato2	Unclassified
C17944	orangered4	Unclassified
C17950	lightpink4	Unclassified
C17961	dodgerblue1	Unclassified
C17963	magenta2	Unclassified
C17967	mediumorchid4	Unclassified
C17975	dodgerblue1	Unclassified
C17978	plum2	Unclassified
C17986	seashell2	Unclassified
C17991	tomato2	Unclassified
C17993	whitesmoke	Unclassified
C17995	skyblue	Unclassified
C17999	cyan	Unclassified
C18002	palevioletred1	Unclassified
C18004	lightblue2	Unclassified
C18005	chocolate	Unclassified
C18010	indianred3	Unclassified
C18021	orangered2	Unclassified
C18073	sienna4	Unclassified
C18093	lightgreen	Unclassified
C18097	darkgreen	Unclassified
C18103	grey60	Unclassified
C18106	greenyellow	Unclassified
C18110	dodgerblue3	Unclassified
C18113	thistle4	Unclassified
C18122	greenyellow	Unclassified
C18123	aquamarine1	Unclassified
C18124	darkgreen	Unclassified
C18127	darkorange	Unclassified
C18128	mistyrose	Unclassified
C18136	dodgerblue1	Unclassified
C18148	dodgerblue1	Unclassified
C18152	orange3	Unclassified
C18155	dodgerblue1	Unclassified
C18216	navajowhite4	Unclassified
C18236	whitesmoke	Unclassified
C18238	salmon4	Unclassified
C18240	magenta2	Unclassified
C18252	magenta2	Unclassified
C18269	whitesmoke	Unclassified
C18274	ivory	Unclassified
C18280	whitesmoke	Unclassified
C18286	orangered1	Unclassified
C18295	whitesmoke	Unclassified
C18302	orangered1	Unclassified
C18318	lightblue2	Unclassified
