Metabolites	Module	Class
HMDB0029881	mediumpurple2	Carbohydrates
HMDB0029918	blue4	Carbohydrates
HMDB0029952	cornflowerblue	Carbohydrates
HMDB0029954	lightgoldenrod1	Carbohydrates
HMDB0030277	lightblue	Carbohydrates
HMDB0031367	dodgerblue1	Carbohydrates
HMDB0031721	brown4	Carbohydrates
HMDB0031742	floralwhite	Carbohydrates
HMDB0031818	darkseagreen4	Carbohydrates
HMDB0031945	lightblue2	Carbohydrates
HMDB0031947	skyblue4	Carbohydrates
HMDB0031948	deepskyblue	Carbohydrates
HMDB0031949	mediumpurple4	Carbohydrates
HMDB0031981	coral	Carbohydrates
HMDB0032134	lightsteelblue1	Carbohydrates
HMDB0032686	sienna2	Carbohydrates
HMDB0032870	dodgerblue1	Carbohydrates
HMDB0033111	antiquewhite2	Carbohydrates
HMDB0033237	whitesmoke	Carbohydrates
HMDB0034071	coral	Carbohydrates
HMDB0034120	cyan	Carbohydrates
HMDB0034614	lightsteelblue1	Carbohydrates
HMDB0034682	darkcyan	Carbohydrates
HMDB0035822	salmon4	Carbohydrates
HMDB0035904	lightpink4	Carbohydrates
HMDB0036331	lightsteelblue1	Carbohydrates
HMDB0036570	rosybrown2	Carbohydrates
HMDB0036593	chocolate2	Carbohydrates
HMDB0037100	dodgerblue1	Carbohydrates
HMDB0037551	firebrick	Carbohydrates
HMDB0038347	mediumorchid1	Carbohydrates
HMDB0038413	whitesmoke	Carbohydrates
HMDB0038630	sienna4	Carbohydrates
HMDB0039233	tan3	Carbohydrates
HMDB0039235	tomato4	Carbohydrates
HMDB0039314	coral1	Carbohydrates
HMDB0039505	lightyellow	Carbohydrates
HMDB0039877	palevioletred1	Carbohydrates
HMDB0039930	magenta1	Carbohydrates
HMDB0040343	dodgerblue1	Carbohydrates
HMDB0041222	darkseagreen2	Carbohydrates
HMDB0041513	peachpuff2	Carbohydrates
HMDB0041911	bisque4	Carbohydrates
HMDB0042044	maroon	Carbohydrates
HMDB0059970	orchid	Carbohydrates
HMDB0060453	orange2	Carbohydrates
HMDB0060498	sienna4	Carbohydrates
HMDB0060643	dodgerblue1	Carbohydrates
HMDB0060763	firebrick	Carbohydrates
HMDB0060769	whitesmoke	Carbohydrates
HMDB0060786	lightskyblue3	Carbohydrates
HMDB0060812	whitesmoke	Carbohydrates
HMDB0060814	mediumpurple1	Carbohydrates
HMDB0060829	lightblue4	Carbohydrates
HMDB0060833	lavenderblush2	Carbohydrates
HMDB0060862	salmon	Carbohydrates
HMDB0060872	seashell3	Carbohydrates
HMDB0060897	brown2	Carbohydrates
HMDB0060914	pink3	Carbohydrates
HMDB0060928	dodgerblue1	Carbohydrates
HMDB0060933	whitesmoke	Carbohydrates
HMDB0061019	lightcoral	Carbohydrates
HMDB0061152	lavenderblush2	Carbohydrates
HMDB0061167	lightpink4	Carbohydrates
HMDB0061170	dodgerblue1	Carbohydrates
HMDB0124733	darkmagenta	Carbohydrates
HMDB0124747	aliceblue	Carbohydrates
HMDB0125278	whitesmoke	Carbohydrates
HMDB0125495	mediumpurple2	Carbohydrates
HMDB0125624	floralwhite	Carbohydrates
HMDB0126406	ivory	Carbohydrates
HMDB0126546	tan4	Carbohydrates
HMDB0127459	brown2	Carbohydrates
HMDB0127483	antiquewhite3	Carbohydrates
HMDB0127599	mediumorchid	Carbohydrates
HMDB0127731	whitesmoke	Carbohydrates
HMDB0127830	darkviolet	Carbohydrates
HMDB0127957	whitesmoke	Carbohydrates
HMDB0128029	springgreen3	Carbohydrates
HMDB0128035	whitesmoke	Carbohydrates
HMDB0128042	whitesmoke	Carbohydrates
HMDB0128055	firebrick3	Carbohydrates
HMDB0128714	whitesmoke	Carbohydrates
HMDB0128782	whitesmoke	Carbohydrates
HMDB0128861	firebrick1	Carbohydrates
HMDB0129411	darkseagreen2	Carbohydrates
HMDB0129413	darkorchid1	Carbohydrates
HMDB0129424	mistyrose2	Carbohydrates
HMDB0130027	orangered1	Carbohydrates
HMDB0130087	whitesmoke	Carbohydrates
HMDB0130112	firebrick	Carbohydrates
HMDB0130127	royalblue	Carbohydrates
HMDB0130136	whitesmoke	Carbohydrates
HMDB0130798	mediumorchid4	Carbohydrates
HMDB0132501	whitesmoke	Carbohydrates
HMDB0132677	black	Carbohydrates
HMDB0133207	lavenderblush2	Carbohydrates
HMDB0133279	lightyellow	Carbohydrates
HMDB0133420	blue1	Carbohydrates
HMDB0134059	rosybrown2	Carbohydrates
HMDB0134194	black	Carbohydrates
HMDB0134938	burlywood	Carbohydrates
HMDB0135181	lightyellow3	Carbohydrates
HMDB0135305	green3	Carbohydrates
HMDB0135507	lightsteelblue1	Carbohydrates
HMDB0135515	lightblue2	Carbohydrates
HMDB0135551	purple	Carbohydrates
HMDB0135697	dodgerblue1	Carbohydrates
HMDB0135704	orange2	Carbohydrates
HMDB0135716	chocolate3	Carbohydrates
HMDB0140855	mediumorchid	Carbohydrates
HMDB0240287	deeppink1	Carbohydrates
C06806	pink3	Others
C20361	mistyrose	Others
HMDB0001004	bisque4	Others
HMDB0001200	plum3	Others
HMDB0004086	tan3	Others
HMDB0011679	whitesmoke	Others
HMDB0015538	dodgerblue3	Others
HMDB0029756	antiquewhite3	Others
HMDB0029759	darkmagenta	Others
HMDB0030456	white	Others
HMDB0030937	whitesmoke	Others
HMDB0031370	lightskyblue4	Others
HMDB0031857	dodgerblue1	Others
HMDB0031865	lightsteelblue1	Others
HMDB0032576	green	Others
HMDB0033660	whitesmoke	Others
HMDB0036058	rosybrown2	Others
HMDB0036073	orangered4	Others
HMDB0036685	whitesmoke	Others
HMDB0040190	whitesmoke	Others
HMDB0041834	dodgerblue1	Others
HMDB0060905	maroon	Others
HMDB0141387	dodgerblue1	Others
C07035	white	Others
C07520	skyblue3	Others
C07547	rosybrown2	Others
HMDB0030441	magenta2	Others
HMDB0033451	dodgerblue1	Others
HMDB0039857	mistyrose	Others
HMDB0061835	skyblue4	Others
HMDB0062666	lightpink1	Others
HMDB0061743	thistle	Others
HMDB0061733	whitesmoke	Others
C07323	mediumblue	Organoheterocyclic compounds
HMDB0015149	sienna4	Organoheterocyclic compounds
C00785	darkturquoise	Organoheterocyclic compounds
C16621	dodgerblue4	Organoheterocyclic compounds
HMDB0004988	royalblue3	Organoheterocyclic compounds
HMDB0031338	darkturquoise	Organoheterocyclic compounds
HMDB0037882	thistle4	Organoheterocyclic compounds
C07589	whitesmoke	Organoheterocyclic compounds
HMDB0006240	lightsteelblue1	Organoheterocyclic compounds
HMDB0041891	chocolate	Organoheterocyclic compounds
HMDB0059914	sienna2	Organoheterocyclic compounds
HMDB0060571	darkseagreen4	Organoheterocyclic compounds
HMDB0060760	dodgerblue4	Organoheterocyclic compounds
HMDB0013848	lightslateblue	Organoheterocyclic compounds
HMDB0014841	whitesmoke	Organoheterocyclic compounds
HMDB0032419	lightpink3	Organoheterocyclic compounds
HMDB0032423	mediumorchid4	Organoheterocyclic compounds
HMDB0040089	mistyrose2	Organoheterocyclic compounds
HMDB0040112	lightpink1	Organoheterocyclic compounds
HMDB0127585	mistyrose2	Organoheterocyclic compounds
HMDB0032326	green4	Organoheterocyclic compounds
C14916	darkorchid4	Organoheterocyclic compounds
HMDB0060865	darkorchid3	Organoheterocyclic compounds
HMDB0060866	lightpink4	Organoheterocyclic compounds
HMDB0060968	lightgreen	Organoheterocyclic compounds
HMDB0061082	mistyrose2	Organoheterocyclic compounds
HMDB0031682	chocolate1	Organoheterocyclic compounds
C02565	lightsteelblue1	Organoheterocyclic compounds
HMDB0031199	deeppink1	Organoheterocyclic compounds
HMDB0029555	lightcyan1	Organoheterocyclic compounds
C16602	orangered4	Organoheterocyclic compounds
HMDB0015620	maroon	Organoheterocyclic compounds
HMDB0060577	honeydew1	Organoheterocyclic compounds
HMDB0060802	dodgerblue1	Organoheterocyclic compounds
HMDB0060952	seashell2	Organoheterocyclic compounds
HMDB0060992	mediumpurple	Organoheterocyclic compounds
C10897	skyblue	Organoheterocyclic compounds
C21882	antiquewhite2	Organoheterocyclic compounds
HMDB0015315	goldenrod1	Organoheterocyclic compounds
HMDB0015641	dodgerblue1	Organoheterocyclic compounds
HMDB0240232	green2	Organoheterocyclic compounds
C07864	lightblue	Organoheterocyclic compounds
HMDB0014011	antiquewhite2	Organoheterocyclic compounds
C07774	paleturquoise	Organoheterocyclic compounds
HMDB0013943	mediumorchid4	Organoheterocyclic compounds
HMDB0014332	burlywood1	Organoheterocyclic compounds
HMDB0015034	lavenderblush	Organoheterocyclic compounds
HMDB0015201	lightpink	Organoheterocyclic compounds
HMDB0015511	orange4	Organoheterocyclic compounds
HMDB0060554	lightgoldenrod2	Organoheterocyclic compounds
HMDB0061089	lightblue2	Organoheterocyclic compounds
HMDB0036699	green2	Organoheterocyclic compounds
HMDB0015481	mediumorchid	Organoheterocyclic compounds
HMDB0029989	dodgerblue1	Organoheterocyclic compounds
HMDB0029990	tan1	Organoheterocyclic compounds
HMDB0030004	firebrick4	Organoheterocyclic compounds
HMDB0030005	dodgerblue1	Organoheterocyclic compounds
HMDB0030134	dodgerblue1	Organoheterocyclic compounds
HMDB0030135	whitesmoke	Organoheterocyclic compounds
HMDB0030154	dodgerblue1	Organoheterocyclic compounds
HMDB0030155	magenta2	Organoheterocyclic compounds
HMDB0030156	dodgerblue1	Organoheterocyclic compounds
HMDB0030655	lavenderblush3	Organoheterocyclic compounds
HMDB0030795	dodgerblue1	Organoheterocyclic compounds
HMDB0030816	lightyellow	Organoheterocyclic compounds
HMDB0031786	cyan	Organoheterocyclic compounds
HMDB0034095	seashell1	Organoheterocyclic compounds
HMDB0037499	cyan3	Organoheterocyclic compounds
HMDB0038582	aliceblue	Organoheterocyclic compounds
HMDB0038971	royalblue	Organoheterocyclic compounds
HMDB0041328	thistle3	Organoheterocyclic compounds
HMDB0125817	mistyrose2	Organoheterocyclic compounds
HMDB0125826	whitesmoke	Organoheterocyclic compounds
HMDB0126376	lavenderblush	Organoheterocyclic compounds
HMDB0134704	lightyellow	Organoheterocyclic compounds
HMDB0134707	lightblue2	Organoheterocyclic compounds
HMDB0029971	darkolivegreen	Organoheterocyclic compounds
HMDB0061062	dodgerblue1	Organoheterocyclic compounds
C07397	lightsteelblue1	Organoheterocyclic compounds
C06807	moccasin	Organoheterocyclic compounds
C07010	rosybrown2	Organoheterocyclic compounds
C07132	mistyrose2	Organoheterocyclic compounds
C07192	lightsteelblue1	Organoheterocyclic compounds
HMDB0013938	tan3	Organoheterocyclic compounds
HMDB0014536	dodgerblue1	Organoheterocyclic compounds
HMDB0015546	olivedrab2	Organoheterocyclic compounds
HMDB0015553	pink1	Organoheterocyclic compounds
HMDB0015558	lightpink4	Organoheterocyclic compounds
HMDB0240235	lightyellow4	Organoheterocyclic compounds
HMDB0013969	whitesmoke	Organoheterocyclic compounds
HMDB0040164	firebrick	Organoheterocyclic compounds
HMDB0014484	dodgerblue1	Organoheterocyclic compounds
HMDB0015560	lightsteelblue1	Organoheterocyclic compounds
HMDB0060595	dodgerblue1	Organoheterocyclic compounds
HMDB0060699	darkgreen	Organoheterocyclic compounds
HMDB0060700	whitesmoke	Organoheterocyclic compounds
HMDB0061139	tan3	Organoheterocyclic compounds
C07342	mistyrose2	Organoheterocyclic compounds
HMDB0031784	coral	Organoheterocyclic compounds
HMDB0060835	whitesmoke	Organoheterocyclic compounds
C06979	plum3	Organoheterocyclic compounds
HMDB0015286	mistyrose	Organoheterocyclic compounds
C06941	lightblue1	Organoheterocyclic compounds
C06970	dodgerblue1	Organoheterocyclic compounds
HMDB0015392	dodgerblue1	Organoheterocyclic compounds
HMDB0060828	dodgerblue1	Organoheterocyclic compounds
HMDB0061017	whitesmoke	Organoheterocyclic compounds
HMDB0061059	deeppink1	Organoheterocyclic compounds
HMDB0029742	indianred2	Organoheterocyclic compounds
HMDB0031852	white	Organoheterocyclic compounds
HMDB0036186	lightcyan1	Organoheterocyclic compounds
HMDB0040005	dodgerblue1	Organoheterocyclic compounds
HMDB0041967	green	Organoheterocyclic compounds
C00068	whitesmoke	Nucleosides, nucleotides, and analogues
C00295	tan1	Nucleosides, nucleotides, and analogues
C00380	mistyrose4	Nucleosides, nucleotides, and analogues
C03028	paleturquoise	Nucleosides, nucleotides, and analogues
C04744	whitesmoke	Nucleosides, nucleotides, and analogues
C06502	brown2	Nucleosides, nucleotides, and analogues
C07851	mistyrose	Nucleosides, nucleotides, and analogues
C16365	whitesmoke	Nucleosides, nucleotides, and analogues
HMDB0013863	palevioletred	Nucleosides, nucleotides, and analogues
HMDB0013940	royalblue	Nucleosides, nucleotides, and analogues
HMDB0014699	brown3	Nucleosides, nucleotides, and analogues
HMDB0015230	peachpuff3	Nucleosides, nucleotides, and analogues
HMDB0030383	mediumpurple4	Nucleosides, nucleotides, and analogues
HMDB0031758	whitesmoke	Nucleosides, nucleotides, and analogues
HMDB0060941	steelblue	Nucleosides, nucleotides, and analogues
HMDB0060942	rosybrown2	Nucleosides, nucleotides, and analogues
HMDB0061055	lightsteelblue1	Nucleosides, nucleotides, and analogues
C17601	slateblue3	Organoheterocyclic compounds
HMDB0031859	paleturquoise4	Organoheterocyclic compounds
HMDB0033610	chartreuse4	Organoheterocyclic compounds
HMDB0034262	whitesmoke	Organoheterocyclic compounds
HMDB0032527	whitesmoke	Organoheterocyclic compounds
HMDB0012996	red4	Organoheterocyclic compounds
HMDB0129098	mediumpurple4	Organoheterocyclic compounds
C01546	lightyellow	Organoheterocyclic compounds
HMDB0029839	royalblue	Organoheterocyclic compounds
C00147	salmon	Nucleosides, nucleotides, and analogues
C00262	antiquewhite3	Nucleosides, nucleotides, and analogues
C00366	salmon4	Nucleosides, nucleotides, and analogues
C00371	blanchedalmond	Nucleosides, nucleotides, and analogues
C02029	lightgreen	Nucleosides, nucleotides, and analogues
C07130	royalblue2	Nucleosides, nucleotides, and analogues
C07481	royalblue2	Nucleosides, nucleotides, and analogues
C07599	dodgerblue4	Nucleosides, nucleotides, and analogues
C08272	brown2	Nucleosides, nucleotides, and analogues
C16358	whitesmoke	Nucleosides, nucleotides, and analogues
C16361	whitesmoke	Nucleosides, nucleotides, and analogues
C20155	blanchedalmond	Nucleosides, nucleotides, and analogues
HMDB0000542	darkturquoise	Nucleosides, nucleotides, and analogues
HMDB0001182	violetred3	Nucleosides, nucleotides, and analogues
HMDB0003282	dodgerblue4	Nucleosides, nucleotides, and analogues
HMDB0004328	whitesmoke	Nucleosides, nucleotides, and analogues
HMDB0014856	mistyrose	Nucleosides, nucleotides, and analogues
HMDB0035233	lightgoldenrod2	Nucleosides, nucleotides, and analogues
HMDB0060805	cyan	Nucleosides, nucleotides, and analogues
HMDB0060809	lightblue4	Nucleosides, nucleotides, and analogues
HMDB0060876	darkgoldenrod1	Nucleosides, nucleotides, and analogues
HMDB0061068	whitesmoke	Nucleosides, nucleotides, and analogues
C01926	antiquewhite3	Indole and derivatives
HMDB0060545	firebrick	Indole and derivatives
HMDB0013949	mistyrose	Indole and derivatives
HMDB0030212	whitesmoke	Indole and derivatives
HMDB0030224	paleturquoise4	Indole and derivatives
HMDB0030226	chartreuse3	Indole and derivatives
HMDB0030241	lemonchiffon2	Indole and derivatives
HMDB0032085	lightblue2	Indole and derivatives
HMDB0040773	cyan	Indole and derivatives
HMDB0040776	deeppink2	Indole and derivatives
HMDB0061150	lemonchiffon3	Indole and derivatives
C05643	orange2	Indole and derivatives
HMDB0033637	whitesmoke	Indole and derivatives
C00463	mistyrose2	Indole and derivatives
C01598	orange2	Indole and derivatives
C07792	rosybrown2	Indole and derivatives
C11284	red1	Indole and derivatives
HMDB0000734	mistyrose2	Indole and derivatives
HMDB0030263	dodgerblue1	Indole and derivatives
HMDB0034209	orangered	Indole and derivatives
HMDB0034872	whitesmoke	Indole and derivatives
HMDB0038632	blanchedalmond	Indole and derivatives
HMDB0040815	whitesmoke	Indole and derivatives
HMDB0040973	whitesmoke	Indole and derivatives
HMDB0015397	dodgerblue1	Indole and derivatives
HMDB0060721	lightpink1	Indole and derivatives
C00331	royalblue4	Indole and derivatives
C05660	yellow3	Indole and derivatives
HMDB0002302	green	Indole and derivatives
HMDB0061046	chocolate1	Indole and derivatives
HMDB0240237	cyan	Indole and derivatives
HMDB0240240	lightblue4	Indole and derivatives
HMDB0011664	indianred2	Indole and derivatives
HMDB0012884	mediumpurple	Indole and derivatives
HMDB0029565	lemonchiffon3	Indole and derivatives
HMDB0030280	lightpink1	Indole and derivatives
HMDB0030381	dodgerblue1	Indole and derivatives
HMDB0030533	bisque4	Indole and derivatives
HMDB0060811	orange2	Indole and derivatives
C00398	darkorchid4	Organoheterocyclic compounds
C00643	lavender	Organoheterocyclic compounds
C07218	lightsteelblue1	Organoheterocyclic compounds
HMDB0002339	lightsteelblue	Organoheterocyclic compounds
HMDB0015088	magenta2	Organoheterocyclic compounds
HMDB0041431	mediumpurple1	Organoheterocyclic compounds
HMDB0060847	darkturquoise	Organoheterocyclic compounds
HMDB0061011	dodgerblue1	Organoheterocyclic compounds
HMDB0032028	lightcyan1	Organoheterocyclic compounds
HMDB0032598	thistle3	Organoheterocyclic compounds
C02105	dodgerblue1	Organoheterocyclic compounds
HMDB0030355	aquamarine	Organoheterocyclic compounds
HMDB0030505	dodgerblue1	Organoheterocyclic compounds
HMDB0034104	darkgreen	Organoheterocyclic compounds
C06887	lightyellow3	Organoheterocyclic compounds
C11729	mistyrose2	Organoheterocyclic compounds
C21544	lightyellow	Organoheterocyclic compounds
HMDB0014898	ivory	Organoheterocyclic compounds
HMDB0030994	royalblue2	Organoheterocyclic compounds
HMDB0061126	lightgreen	Organoheterocyclic compounds
HMDB0030856	honeydew1	Organoheterocyclic compounds
HMDB0031762	indianred4	Organoheterocyclic compounds
HMDB0035871	darkorange	Organoheterocyclic compounds
C16554	darkgoldenrod3	Organoheterocyclic compounds
C07432	whitesmoke	Organoheterocyclic compounds
C11285	whitesmoke	Organoheterocyclic compounds
HMDB0013959	peachpuff4	Organoheterocyclic compounds
C07415	sienna4	Organoheterocyclic compounds
HMDB0015238	mistyrose	Organoheterocyclic compounds
C16836	lightpink2	Organoheterocyclic compounds
C16837	honeydew1	Organoheterocyclic compounds
HMDB0011749	green	Organoheterocyclic compounds
HMDB0001557	whitesmoke	Organoheterocyclic compounds
HMDB0034433	mistyrose2	Organoheterocyclic compounds
C05995	lavenderblush1	Organoheterocyclic compounds
HMDB0001354	firebrick	Organoheterocyclic compounds
HMDB0001534	blue4	Organoheterocyclic compounds
HMDB0001833	lightsteelblue1	Organoheterocyclic compounds
HMDB0006486	lightblue2	Organoheterocyclic compounds
HMDB0006825	lightsteelblue1	Organoheterocyclic compounds
C20362	cornflowerblue	Organoheterocyclic compounds
HMDB0060741	lightgoldenrod1	Organoheterocyclic compounds
HMDB0062405	honeydew	Organoheterocyclic compounds
HMDB0060926	lightblue	Organoheterocyclic compounds
C02502	darkseagreen4	Organoheterocyclic compounds
C07699	coral2	Organoheterocyclic compounds
HMDB0015158	whitesmoke	Organoheterocyclic compounds
HMDB0030345	yellow3	Organoheterocyclic compounds
HMDB0039658	lightgreen	Organoheterocyclic compounds
C07807	lightcyan1	Organoheterocyclic compounds
HMDB0032244	antiquewhite3	Organoheterocyclic compounds
HMDB0001007	mistyrose	Organoheterocyclic compounds
HMDB0001538	darkgoldenrod1	Organoheterocyclic compounds
HMDB0030175	lightgoldenrod1	Organoheterocyclic compounds
HMDB0060722	orangered4	Organoheterocyclic compounds
C06965	mistyrose2	Organoheterocyclic compounds
HMDB0015557	darkorange	Organoheterocyclic compounds
HMDB0015434	lightsteelblue	Organoheterocyclic compounds
HMDB0061041	indianred4	Organoheterocyclic compounds
C00153	salmon	Organoheterocyclic compounds
C03722	salmon4	Organoheterocyclic compounds
C07054	royalblue2	Organoheterocyclic compounds
C10164	darkseagreen4	Organoheterocyclic compounds
HMDB0003152	salmon	Organoheterocyclic compounds
HMDB0060982	violetred	Organoheterocyclic compounds
C00647	grey60	Organoheterocyclic compounds
HMDB0001324	antiquewhite1	Organoheterocyclic compounds
HMDB0001497	mistyrose	Organoheterocyclic compounds
C06834	dodgerblue1	Organoheterocyclic compounds
C07014	brown2	Organoheterocyclic compounds
C07567	mistyrose2	Organoheterocyclic compounds
HMDB0014038	coral2	Organoheterocyclic compounds
HMDB0014039	ivory	Organoheterocyclic compounds
HMDB0030204	springgreen3	Organoheterocyclic compounds
HMDB0034373	whitesmoke	Organoheterocyclic compounds
HMDB0033843	white	Organoheterocyclic compounds
HMDB0061678	brown4	Organoheterocyclic compounds
HMDB0060541	dodgerblue1	Organoheterocyclic compounds
HMDB0041440	lightskyblue3	Organoheterocyclic compounds
C16675	mediumpurple	Organoheterocyclic compounds
C07627	thistle	Organoheterocyclic compounds
C01553	royalblue	Organoheterocyclic compounds
HMDB0029326	lightblue2	Organoheterocyclic compounds
HMDB0029329	whitesmoke	Organoheterocyclic compounds
HMDB0029827	violetred4	Organoheterocyclic compounds
HMDB0030176	violetred3	Organoheterocyclic compounds
HMDB0031135	indianred1	Organoheterocyclic compounds
HMDB0040384	firebrick3	Organoheterocyclic compounds
HMDB0040385	cornsilk2	Organoheterocyclic compounds
HMDB0040386	dodgerblue1	Organoheterocyclic compounds
HMDB0040387	antiquewhite4	Organoheterocyclic compounds
HMDB0040767	dodgerblue1	Organoheterocyclic compounds
HMDB0041247	mistyrose2	Organoheterocyclic compounds
C06874	whitesmoke	Organoheterocyclic compounds
C07425	moccasin	Organoheterocyclic compounds
C00113	slateblue3	Organoheterocyclic compounds
C06687	darkseagreen1	Organoheterocyclic compounds
C07078	chocolate3	Organoheterocyclic compounds
C07661	dodgerblue1	Organoheterocyclic compounds
HMDB0014630	indianred1	Organoheterocyclic compounds
HMDB0029861	tomato	Organoheterocyclic compounds
HMDB0060726	blue1	Organoheterocyclic compounds
C07879	mediumpurple1	Organoheterocyclic compounds
HMDB0031754	cornsilk2	Organoheterocyclic compounds
HMDB0031997	palevioletred	Organoheterocyclic compounds
HMDB0031998	whitesmoke	Organoheterocyclic compounds
HMDB0042003	brown2	Organoheterocyclic compounds
HMDB0060990	dodgerblue1	Organoheterocyclic compounds
C05789	darkmagenta	Organoheterocyclic compounds
C05790	cyan	Organoheterocyclic compounds
HMDB0003325	whitesmoke	Organoheterocyclic compounds
HMDB0031146	magenta1	Organoheterocyclic compounds
HMDB0059948	lightpink3	Organoheterocyclic compounds
C06505	lightskyblue4	Organoheterocyclic compounds
C15672	slateblue3	Organoheterocyclic compounds
C02191	skyblue	Organoheterocyclic compounds
C05766	slateblue4	Organoheterocyclic compounds
C05768	magenta2	Organoheterocyclic compounds
HMDB0000789	darkorange	Organoheterocyclic compounds
HMDB0000810	cyan	Organoheterocyclic compounds
HMDB0000869	lightsteelblue1	Organoheterocyclic compounds
HMDB0001957	mistyrose2	Organoheterocyclic compounds
HMDB0002242	violetred	Organoheterocyclic compounds
C06949	darkturquoise	Organoheterocyclic compounds
C07461	whitesmoke	Organoheterocyclic compounds
C07763	lightgreen	Organoheterocyclic compounds
C07766	whitesmoke	Organoheterocyclic compounds
C07767	lightpink2	Organoheterocyclic compounds
HMDB0013922	dodgerblue1	Organoheterocyclic compounds
HMDB0030878	orange4	Others
HMDB0032356	antiquewhite2	Others
C14691	blue4	Others
HMDB0031713	darkseagreen4	Others
HMDB0039343	antiquewhite3	Others
C03031	lightskyblue1	Carbohydrates
HMDB0029893	mediumorchid4	Carbohydrates
HMDB0030465	honeydew	Carbohydrates
HMDB0030466	mediumpurple1	Carbohydrates
HMDB0032622	mediumorchid	Carbohydrates
HMDB0039813	palevioletred	Carbohydrates
HMDB0040825	green4	Carbohydrates
HMDB0029931	peru	Carbohydrates
HMDB0040687	darkseagreen1	Carbohydrates
HMDB0041221	red3	Carbohydrates
HMDB0041225	black	Carbohydrates
HMDB0029940	salmon	Carbohydrates
HMDB0032426	lavenderblush1	Others
HMDB0032540	whitesmoke	Others
HMDB0029410	whitesmoke	Others
HMDB0031728	whitesmoke	Others
HMDB0033553	plum4	Others
HMDB0040241	springgreen3	Others
HMDB0040432	darkgoldenrod1	Others
HMDB0032181	maroon	Others
C18661	purple	Others
HMDB0039734	whitesmoke	Others
HMDB0041188	lightcyan1	Others
HMDB0040198	mistyrose2	Others
HMDB0031537	ivory	Others
C10398	darkred	Others
C02265	darksalmon	Amino acids, peptides, and analogues
C05688	whitesmoke	Amino acids, peptides, and analogues
C06419	antiquewhite3	Amino acids, peptides, and analogues
C16138	mistyrose	Amino acids, peptides, and analogues
C09165	plum3	Others
C10730	lightgreen	Others
C01175	peru	Others
HMDB0029788	whitesmoke	Phenylpropanoids and polyketides
HMDB0030460	chocolate1	Phenylpropanoids and polyketides
HMDB0030461	dodgerblue1	Phenylpropanoids and polyketides
HMDB0030462	darkred	Phenylpropanoids and polyketides
HMDB0033261	antiquewhite2	Phenylpropanoids and polyketides
HMDB0033431	plum4	Phenylpropanoids and polyketides
HMDB0035940	violetred4	Phenylpropanoids and polyketides
HMDB0038284	deeppink1	Phenylpropanoids and polyketides
HMDB0126148	indianred4	Phenylpropanoids and polyketides
HMDB0126150	thistle	Phenylpropanoids and polyketides
HMDB0126160	floralwhite	Phenylpropanoids and polyketides
HMDB0126174	whitesmoke	Phenylpropanoids and polyketides
HMDB0126228	palegreen1	Phenylpropanoids and polyketides
HMDB0126233	slateblue4	Phenylpropanoids and polyketides
HMDB0129161	tan2	Phenylpropanoids and polyketides
HMDB0129199	antiquewhite4	Phenylpropanoids and polyketides
HMDB0134234	floralwhite	Phenylpropanoids and polyketides
HMDB0135820	mediumorchid2	Phenylpropanoids and polyketides
C01907	lavenderblush2	Phenylpropanoids and polyketides
HMDB0014529	dodgerblue1	Phenylpropanoids and polyketides
HMDB0015308	lightsteelblue1	Phenylpropanoids and polyketides
HMDB0060823	maroon	Phenylpropanoids and polyketides
HMDB0029781	steelblue	Phenylpropanoids and polyketides
HMDB0029951	darkred	Phenylpropanoids and polyketides
HMDB0033124	skyblue4	Phenylpropanoids and polyketides
HMDB0036612	darkgreen	Phenylpropanoids and polyketides
HMDB0036615	darkturquoise	Phenylpropanoids and polyketides
HMDB0036622	mediumorchid2	Phenylpropanoids and polyketides
HMDB0039388	darkorange2	Phenylpropanoids and polyketides
HMDB0039391	dodgerblue1	Phenylpropanoids and polyketides
HMDB0040130	bisque4	Phenylpropanoids and polyketides
C12288	blue1	Phenylpropanoids and polyketides
HMDB0134030	bisque4	Phenylpropanoids and polyketides
HMDB0135648	indianred4	Phenylpropanoids and polyketides
HMDB0135466	brown2	Phenylpropanoids and polyketides
HMDB0030295	plum2	Phenylpropanoids and polyketides
HMDB0033832	burlywood	Phenylpropanoids and polyketides
HMDB0134149	orangered1	Phenylpropanoids and polyketides
HMDB0030751	whitesmoke	Phenylpropanoids and polyketides
HMDB0033467	olivedrab3	Phenylpropanoids and polyketides
HMDB0033471	dodgerblue1	Phenylpropanoids and polyketides
HMDB0033479	bisque4	Phenylpropanoids and polyketides
HMDB0038576	orangered4	Phenylpropanoids and polyketides
HMDB0041173	tan1	Phenylpropanoids and polyketides
HMDB0125088	seashell3	Phenylpropanoids and polyketides
HMDB0125186	mistyrose2	Phenylpropanoids and polyketides
HMDB0125608	skyblue3	Phenylpropanoids and polyketides
HMDB0126041	salmon	Phenylpropanoids and polyketides
HMDB0128076	antiquewhite3	Phenylpropanoids and polyketides
HMDB0128681	coral1	Phenylpropanoids and polyketides
HMDB0133304	dodgerblue1	Phenylpropanoids and polyketides
HMDB0134028	antiquewhite3	Phenylpropanoids and polyketides
HMDB0137670	rosybrown2	Phenylpropanoids and polyketides
HMDB0139613	lavender	Phenylpropanoids and polyketides
HMDB0139703	whitesmoke	Phenylpropanoids and polyketides
HMDB0139920	plum2	Phenylpropanoids and polyketides
